evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
3665,P,0,P[ -52/   6/  52/ -50],             
3666,P,0,P[   0/  16/  98/   2],             
3667,D,0,                      ,D[AR/ 85/167/334]
3668,P,0,P[ -10/   0/  35/ -10],             
3669,D,1,                      ,D[AR/ 85/167/334]
3670,D,0,                      ,D[AR/ 21/167/334]
3671,P,1,P[  -4/   1/ 333/  -4],             
3672,D,0,                      ,D[FL/136/167/334]
3673,D,0,                      ,D[FL/235/167/334]
3674,D,0,                      ,D[FL/251/167/334]
3675,P,1,P[  -1/   6/ 309/   5],             
3676,P,1,P[  -9/   0/ 330/  -1],             
3677,D,0,                      ,D[AR/204/167/334]
3678,P,0,P[-108/   6/ 108/ -93],             
3679,D,1,                      ,D[AR/179/167/334]
3680,D,0,                      ,D[FL/ 79/167/334]
3681,D,0,                      ,D[AR/125/167/334]
3682,P,1,P[ -14/   1/ 153/ -13],             
3683,P,0,P[  -4/  37/  76/  34],             
3684,D,0,                      ,D[AR/153/167/334]
3685,D,0,                      ,D[FL/ 72/167/334]
3686,D,0,                      ,D[AR/135/167/334]
3687,P,0,P[ -11/  66/  11/ -10],             
3688,P,0,P[ -35/   1/ 245/ -32],             
3689,P,0,P[  -4/   0/  79/  -1],             
3690,P,1,P[  -1/   4/ 330/  -1],             
3691,P,1,P[ -42/   8/  42/   1],             
3692,D,1,                      ,D[FL/235/166/334]
3693,P,0,P[  -1/  24/  84/  23],             
3694,P,0,P[ -31/   0/ 172/  -4],             
3695,P,1,P[ -87/  10/  87/  -9],             
3696,P,1,P[ -33/  14/ 224/  11],             
3697,D,1,                      ,D[AR/179/167/334]
3698,D,0,                      ,D[FL/239/167/334]
3699,P,0,P[ -60/   5/  74/ -50],             
3700,P,0,P[  -3/   0/ 308/  -1],             
3701,P,0,P[ -38/   7/  38/ -38],             
3702,P,1,P[   0/   8/ 156/   1],             
3703,P,0,P[ -78/  19/  78/  11],             
3704,P,0,P[  -3/ 145/  79/   7],             
3705,P,0,P[  -2/   0/ 223/  -2],             
3706,P,1,P[  -1/  54/   1/  51],             
3707,D,0,                      ,D[AR/130/167/334]
3708,D,0,                      ,D[FL/169/167/334]
3709,D,1,                      ,D[AR/153/167/334]
3710,P,0,P[  -1/  23/  85/  22],             
3711,P,0,P[  -3/   0/ 239/  -1],             
3712,D,0,                      ,D[AR/243/166/334]
3713,D,0,                      ,D[FL/  7/166/334]
3714,D,0,                      ,D[AR/ 42/166/334]
3715,D,1,                      ,D[AR/269/166/334]
3716,D,1,                      ,D[FL/236/166/334]
3717,P,0,P[ -12/   1/ 278/ -12],             
3718,P,0,P[   0/   5/ 201/   4],             
3719,P,0,P[ -42/   7/  42/ -40],             
3720,D,1,                      ,D[AR/178/166/334]
3721,D,0,                      ,D[FL/207/166/334]
3722,D,0,                      ,D[FL/217/166/334]
3723,P,1,P[  -6/   3/ 186/   1],             
3724,D,0,                      ,D[AR/ 83/166/334]
3725,P,0,P[   0/  11/ 323/   1],             
3726,D,0,                      ,D[FL/205/166/334]
3727,D,1,                      ,D[AR/200/166/334]
3728,P,0,P[  -3/   0/ 324/  -1],             
3729,D,0,                      ,D[AR/243/165/334]
3730,P,0,P[  -4/   4/  61/  -3],             
3731,P,1,P[  -1/  13/ 196/   2],             
3732,P,0,P[  -5/   0/ 326/  -5],             
3733,P,0,P[   0/   5/ 329/   4],             
3734,D,1,                      ,D[FL/278/165/334]
3735,P,0,P[ -11/   3/ 279/ -11],             
3736,P,0,P[  -4/  37/  76/  30],             
3737,D,0,                      ,D[AR/ 43/166/334]
3738,D,0,                      ,D[AR/227/166/334]
3739,P,0,P[   0/  31/  82/   3],             
3740,P,1,P[  -8/   1/ 227/  -2],             
3741,P,0,P[  -2/   0/ 148/  -2],             
3742,P,1,P[  -2/  19/ 227/  -2],             
3743,P,1,P[  -1/   1/ 219/  -1],             
3744,P,1,P[  -4/   4/  61/   3],             
3745,D,0,                      ,D[FL/300/164/334]
3746,P,0,P[  -6/ 169/ 115/ 149],             
3747,P,0,P[  -9/   0/ 275/  -1],             
3748,P,1,P[  -1/   2/  89/   1],             
3749,P,1,P[ -61/   5/  74/   4],             
3750,P,1,P[   0/   7/ 327/   6],             
3751,D,0,                      ,D[FL/191/164/334]
3752,D,0,                      ,D[AR/ 66/164/334]
3753,P,0,P[  -5/   0/ 269/  -1],             
3754,D,1,                      ,D[AR/ 53/164/334]
3755,P,0,P[   0/  16/ 229/   1],             
3756,P,0,P[ -19/   4/  44/ -19],             
3757,P,0,P[  -1/   2/  50/   1],             
3758,P,0,P[  -2/  21/  41/  -2],             
3759,D,0,                      ,D[FL/169/164/334]
3760,D,1,                      ,D[AR/273/164/334]
3761,P,0,P[  -1/   6/ 267/   5],             
3762,P,0,P[  -7/   1/  64/  -7],             
3763,D,0,                      ,D[FL/136/164/334]
3764,P,0,P[ -12/  10/  25/ -11],             
3765,P,0,P[   0/   5/ 131/   4],             
3766,P,0,P[ -27/   9/ 163/ -20],             
3767,D,1,                      ,D[AR/ 87/164/334]
3768,D,0,                      ,D[AR/200/164/334]
3769,P,0,P[  -1/  15/ 125/   1],             
3770,P,0,P[ -37/   7/  37/ -31],             
3771,P,1,P[-147/   1/ 227/-147],             
3772,P,1,P[-109/   6/ 109/   1],             
3773,P,0,P[  -1/  37/ 145/  35],             
3774,P,1,P[-110/   5/ 110/   3],             
3775,D,1,                      ,D[FL/ 97/163/334]
3776,P,0,P[ -70/   1/  70/ -10],             
3777,P,0,P[   0/  16/  99/  13],             
3778,D,0,                      ,D[FL/281/162/334]
3779,D,0,                      ,D[FL/ 32/162/334]
3780,P,0,P[   0/   7/ 262/   6],             
3781,P,0,P[  -3/   0/ 170/  -1],             
3782,D,1,                      ,D[AR/272/162/334]
3783,D,0,                      ,D[FL/182/162/334]
3784,D,1,                      ,D[AR/ 85/162/334]
3785,D,0,                      ,D[FL/217/162/334]
3786,D,0,                      ,D[FL/159/162/334]
3787,P,0,P[ -13/   0/ 154/  -2],             
3788,D,1,                      ,D[AR/218/162/334]
3789,D,1,                      ,D[AR/ 37/162/334]
3790,D,0,                      ,D[FL/189/162/334]
3791,D,0,                      ,D[AR/ 58/162/334]
3792,D,0,                      ,D[IM/284/162/334]
3793,D,1,                      ,D[AR/218/162/334]
3794,P,1,P[   0/  32/ 150/  30],             
3795,P,1,P[ -16/   4/ 200/ -16],             
3796,P,0,P[ -27/   2/ 146/ -27],             
3797,D,1,                      ,D[FL/113/160/334]
3798,P,0,P[  -3/  39/  75/  38],             
3799,P,0,P[ -62/   2/  62/ -57],             
3800,P,1,P[  -1/   0/ 316/  -1],             
3801,P,0,P[  -3/   0/ 181/  -1],             
3802,P,0,P[ -11/  11/  24/ -11],             
3803,D,0,                      ,D[AR/ 66/162/334]
3804,P,0,P[  -1/   2/  69/  -1],             
3805,D,0,                      ,D[AR/134/162/334]
3806,P,1,P[  -1/   5/ 280/  -1],             
3807,P,0,P[ -42/   7/  42/ -38],             
3808,P,0,P[ -17/   0/ 254/ -13],             
3809,D,0,                      ,D[AR/246/161/334]
3810,D,1,                      ,D[AR/244/161/334]
3811,D,0,                      ,D[FL/217/160/334]
3812,D,0,                      ,D[FL/159/160/334]
3813,P,0,P[ -17/  40/  17/ -15],             
3814,D,0,                      ,D[AR/267/160/334]
3815,P,0,P[ -33/   5/  33/ -31],             
3816,D,0,                      ,D[FL/168/160/334]
3817,D,0,                      ,D[FL/276/160/334]
3818,D,1,                      ,D[FL/ 78/160/334]
3819,D,0,                      ,D[AR/ 24/161/334]
3820,P,0,P[ -48/   0/ 241/ -11],             
3821,P,0,P[ -10/   0/ 129/  -1],             
3822,D,0,                      ,D[FL/173/161/334]
3823,P,0,P[  -9/   2/ 293/   1],             
3824,P,0,P[ -22/  35/ 109/ -18],             
3825,P,1,P[  -1/   1/ 119/  -1],             
3826,P,1,P[  -4/  34/   4/  29],             
3827,D,0,                      ,D[IM/311/160/334]
3828,P,0,P[ -12/   0/ 278/  -1],             
3829,D,0,                      ,D[AR/153/160/334]
3830,D,0,                      ,D[AR/180/160/334]
3831,P,0,P[   0/  62/  35/  11],             
3832,D,0,                      ,D[FL/146/160/334]
3833,P,0,P[   0/   9/ 321/   8],             
3834,P,0,P[  -2/ 168/ 116/   5],             
3835,P,0,P[ -11/  12/  23/   9],             
3836,D,0,                      ,D[IM/219/160/334]
3837,P,0,P[  -2/   7/ 147/  -2],             
3838,P,0,P[  -4/   0/ 139/  -4],             
3839,P,0,P[ -15/   1/ 156/  -1],             
3840,D,0,                      ,D[FL/120/160/334]
3841,D,0,                      ,D[FL/121/160/334]
3842,P,1,P[  -1/   0/ 305/  -1],             
3843,D,1,                      ,D[AR/126/159/334]
3844,D,0,                      ,D[AR/125/159/334]
3845,D,0,                      ,D[AR/112/159/334]
3846,D,1,                      ,D[AR/ 66/159/334]
3847,D,0,                      ,D[FL/228/160/334]
3848,P,1,P[-113/   2/ 113/  -1],             
3849,P,0,P[ -13/   0/ 177/ -13],             
3850,D,0,                      ,D[FL/120/160/334]
3851,P,0,P[ -16/  41/  16/  36],             
3852,D,0,                      ,D[AR/ 18/160/334]
3853,D,0,                      ,D[AR/ 52/160/334]
3854,P,0,P[ -11/   0/ 131/ -11],             
3855,D,0,                      ,D[FL/168/160/334]
3856,D,1,                      ,D[AR/244/160/334]
3857,D,0,                      ,D[IM/284/161/334]
3858,D,0,                      ,D[AR/ 35/161/334]
3859,P,0,P[  -8/   0/ 201/  -2],             
3860,P,0,P[ -33/   5/  33/ -33],             
3861,P,1,P[ -10/   0/ 133/  -1],             
3862,P,1,P[  -2/   3/  65/  -2],             
3863,P,1,P[  -1/   0/ 303/  -1],             
3864,D,0,                      ,D[FL/ 92/162/334]
3865,D,1,                      ,D[AR/131/162/334]
3866,D,0,                      ,D[AR/ 18/162/334]
3867,D,0,                      ,D[FL/307/162/334]
3868,D,1,                      ,D[AR/ 57/162/334]
3869,D,0,                      ,D[FL/ 32/162/334]
3870,D,0,                      ,D[FL/ 97/162/334]
3871,P,0,P[   0/   9/ 321/   2],             
3872,D,1,                      ,D[AR/151/162/334]
3873,P,0,P[   0/   7/ 262/   5],             
3874,P,0,P[  -1/   0/ 208/  -1],             
3875,P,0,P[  -1/   0/ 334/  -1],             
3876,D,0,                      ,D[FL/113/162/334]
3877,P,0,P[  -4/   5/  95/   3],             
3878,P,1,P[  -2/   2/ 287/  -2],             
3879,D,0,                      ,D[FL/233/162/334]
3880,P,0,P[   0/   7/ 250/   6],             
3881,D,0,                      ,D[AR/ 52/162/334]
3882,P,0,P[  -3/   0/ 169/  -1],             
3883,D,0,                      ,D[AR/ 37/162/334]
3884,P,0,P[   0/   7/ 250/   6],             
3885,P,0,P[ -15/   0/ 142/  -2],             
3886,P,0,P[ -70/   1/  70/ -15],             
3887,D,0,                      ,D[AR/243/162/334]
3888,D,0,                      ,D[FL/122/162/334]
3889,P,0,P[  -1/  13/ 141/  12],             
3890,P,0,P[ -38/   0/ 249/  -7],             
3891,D,1,                      ,D[AR/181/162/334]
3892,P,0,P[   0/ 148/  80/   7],             
3893,D,1,                      ,D[AR/ 41/162/334]
3894,P,0,P[  -2/   0/ 272/  -2],             
3895,P,0,P[ -11/   0/ 295/  -1],             
3896,D,0,                      ,D[AR/ 15/162/334]
3897,P,0,P[ -54/   0/  54/ -52],             
3898,P,0,P[ -64/   5/  76/ -57],             
3899,P,0,P[ -48/   0/ 241/  -5],             
3900,P,0,P[ -49/   2/  61/ -42],             
3901,D,0,                      ,D[IM/309/162/334]
3902,D,0,                      ,D[FL/ 56/162/334]
3903,D,0,                      ,D[AR/ 38/162/334]
3904,P,0,P[   0/  50/ 195/   8],             
3905,P,0,P[  -5/  12/   5/  10],             
3906,D,0,                      ,D[FL/162/162/334]
3907,D,0,                      ,D[AR/105/162/334]
3908,D,1,                      ,D[FL/ 29/162/334]
3909,P,1,P[   0/   9/ 321/   8],             
3910,P,1,P[  -5/   2/ 271/   1],             
3911,D,1,                      ,D[FL/264/161/334]
3912,D,1,                      ,D[AR/177/161/334]
3913,D,1,                      ,D[AR/269/161/334]
3914,D,0,                      ,D[AR/ 21/161/334]
3915,P,1,P[  -2/   4/ 174/  -2],             
3916,D,1,                      ,D[AR/134/161/334]
3917,D,0,                      ,D[FL/143/161/334]
3918,D,1,                      ,D[AR/ 95/161/334]
3919,D,1,                      ,D[AR/ 37/161/334]
3920,P,0,P[  -1/   0/ 334/  -1],             
3921,D,1,                      ,D[FL/233/161/334]
3922,D,0,                      ,D[FL/262/162/334]
3923,D,1,                      ,D[AR/ 57/162/334]
3924,P,0,P[  -1/  19/ 273/  -1],             
3925,D,0,                      ,D[AR/  0/162/334]
3926,P,0,P[  -1/   0/  30/  -1],             
3927,P,0,P[   0/  10/  60/   1],             
3928,P,1,P[  -2/   4/ 122/   3],             
3929,D,0,                      ,D[AR/131/161/334]
3930,D,0,                      ,D[AR/ 38/161/334]
3931,D,1,                      ,D[AR/267/161/334]
3932,P,0,P[ -89/   3/  89/ -17],             
3933,D,1,                      ,D[AR/225/161/334]
3934,D,1,                      ,D[AR/131/161/334]
3935,D,0,                      ,D[FL/286/161/334]
3936,D,0,                      ,D[AR/225/161/334]
3937,P,0,P[  -1/   3/ 331/  -1],             
3938,D,0,                      ,D[AR/ 59/161/334]
3939,P,0,P[ -20/   0/ 196/ -20],             
3940,D,0,                      ,D[AR/131/161/334]
3941,P,0,P[ -94/   1/  94/ -77],             
3942,P,0,P[ -67/   0/ 117/ -61],             
3943,P,0,P[  -5/   0/ 236/  -5],             
3944,P,0,P[ -10/   3/ 111/  -9],             
3945,P,0,P[   0/  20/ 184/   2],             
3946,D,1,                      ,D[FL/308/161/334]
3947,D,0,                      ,D[FL/ 44/160/334]
3948,P,0,P[   0/   3/  49/   2],             
3949,P,1,P[  -7/   6/ 220/  -7],             
3950,P,0,P[  -2/   2/ 107/  -2],             
3951,P,0,P[  -4/   0/  79/  -4],             
3952,D,0,                      ,D[FL/308/161/334]
3953,P,0,P[  -1/   0/ 317/  -1],             
3954,D,0,                      ,D[AR/194/161/334]
3955,P,1,P[  -1/   2/ 119/   1],             
3956,P,0,P[   0/ 185/ 106/  13],             
3957,P,0,P[ -67/   0/ 117/ -59],             
3958,P,0,P[ -13/  14/  13/  12],             
3959,P,1,P[  -1/   0/ 303/  -1],             
3960,D,0,                      ,D[AR/133/159/334]
3961,P,1,P[  -1/   0/ 134/  -1],             
3962,D,0,                      ,D[AR/194/159/334]
3963,P,0,P[   0/  62/  35/  54],             
3964,P,1,P[  -4/   1/  45/  -4],             
3965,P,1,P[  -5/   0/ 326/  -4],             
3966,D,0,                      ,D[FL/205/159/334]
3967,D,0,                      ,D[AR/271/159/334]
3968,P,0,P[   0/  50/ 195/  44],             
3969,P,1,P[  -3/   1/ 155/  -3],             
3970,P,0,P[ -20/   0/ 196/ -20],             
3971,P,1,P[  -3/   0/ 324/  -3],             
3972,P,0,P[  -4/   0/ 289/  -4],             
3973,P,0,P[  -7/   1/ 328/  -7],             
3974,P,1,P[ -90/   4/  90/   3],             
3975,D,1,                      ,D[AR/105/159/334]
3976,D,1,                      ,D[AR/ 40/159/334]
3977,P,0,P[ -27/   2/  27/  -3],             
3978,P,0,P[ -12/  11/  24/ -11],             
3979,D,0,                      ,D[FL/252/159/334]
3980,D,0,                      ,D[AR/  6/159/334]
3981,P,1,P[   0/  23/  31/   2],             
3982,D,1,                      ,D[AR/267/159/334]
3983,P,0,P[   0/  16/ 229/   2],             
3984,P,0,P[ -12/   0/ 278/ -11],             
3985,P,0,P[  -1/  41/ 259/   3],             
3986,P,1,P[  -2/   0/ 319/  -2],             
3987,P,0,P[  -2/   0/  59/  -2],             
3988,D,1,                      ,D[AR/  0/159/334]
3989,D,1,                      ,D[AR/ 53/159/334]
3990,D,0,                      ,D[FL/ 22/159/334]
3991,D,0,                      ,D[FL/205/159/334]
3992,P,1,P[  -2/   0/ 316/  -2],             
3993,P,0,P[ -68/   2/  68/ -65],             
3994,P,1,P[ -17/   3/  17/   1],             
3995,D,0,                      ,D[AR/225/157/334]
3996,D,0,                      ,D[FL/167/157/334]
3997,P,0,P[ -11/   0/ 295/ -11],             
3998,D,0,                      ,D[AR/110/157/334]
3999,P,0,P[  -2/  18/ 268/  -1],             
4000,D,0,                      ,D[FL/ 92/157/334]
4001,D,0,                      ,D[AR/ 57/157/334]
4002,D,1,                      ,D[AR/133/157/334]
4003,P,0,P[ -19/   0/ 185/  -3],             
4004,D,1,                      ,D[AR/293/157/334]
4005,D,1,                      ,D[AR/ 15/156/334]
4006,D,1,                      ,D[AR/ 38/156/334]
4007,P,0,P[  -2/  11/  53/  -1],             
4008,D,0,                      ,D[FL/136/156/334]
4009,P,0,P[  -3/   0/ 169/  -2],             
4010,D,1,                      ,D[AR/ 87/156/334]
4011,P,0,P[  -1/  20/   1/  17],             
4012,P,0,P[ -24/   0/ 281/ -20],             
4013,D,1,                      ,D[AR/227/156/334]
4014,D,0,                      ,D[FL/191/156/334]
4015,D,1,                      ,D[AR/227/156/334]
4016,D,0,                      ,D[FL/  7/156/334]
4017,D,1,                      ,D[AR/229/156/334]
4018,D,0,                      ,D[FL/ 92/156/334]
4019,D,1,                      ,D[AR/176/156/334]
4020,P,0,P[ -13/  14/  13/  12],             
4021,D,1,                      ,D[AR/176/156/334]
4022,D,1,                      ,D[AR/223/156/334]
4023,P,0,P[  -4/  23/   4/  15],             
4024,P,0,P[  -1/   0/ 232/  -1],             
4025,P,1,P[  -3/   0/ 310/  -3],             
4026,P,0,P[   0/  13/ 213/   2],             
4027,D,0,                      ,D[FL/189/155/334]
4028,P,1,P[  -9/   2/ 293/  -9],             
4029,P,0,P[  -2/  27/  58/  25],             
4030,D,0,                      ,D[FL/168/154/334]
4031,P,0,P[  -1/  14/ 300/  -1],             
4032,P,0,P[ -44/   2/  44/ -43],             
4033,P,0,P[  -2/   0/ 183/  -2],             
4034,P,1,P[  -1/   2/  50/  -1],             
4035,D,1,                      ,D[AR/271/154/334]
4036,D,1,                      ,D[AR/272/154/334]
4037,P,0,P[  -4/  68/  26/   2],             
4038,P,1,P[  -1/   2/  69/   1],             
4039,D,0,                      ,D[FL/297/154/334]
4040,D,0,                      ,D[FL/ 29/154/334]
4041,P,0,P[  -1/   2/ 110/   1],             
4042,P,0,P[ -11/  12/  23/  -9],             
4043,P,0,P[  -2/   0/ 206/  -2],             
4044,D,0,                      ,D[AR/223/154/334]
4045,D,0,                      ,D[AR/267/154/334]
4046,D,0,                      ,D[IM/301/154/334]
4047,D,0,                      ,D[FL/121/154/334]
4048,P,0,P[  -1/  45/ 217/  43],             
4049,D,1,                      ,D[AR/131/154/334]
4050,D,1,                      ,D[AR/  6/155/334]
4051,D,1,                      ,D[AR/ 84/155/334]
4052,D,1,                      ,D[AR/ 85/155/334]
4053,P,1,P[  -1/  22/  86/  -1],             
4054,P,1,P[  -3/   3/ 124/  -3],             
4055,D,0,                      ,D[FL/169/153/334]
4056,P,0,P[   0/ 186/ 106/  14],             
4057,P,0,P[  -1/  20/   1/  -1],             
4058,P,0,P[ -15/   1/  15/ -14],             
4059,P,0,P[ -11/   0/ 295/ -11],             
4060,P,0,P[ -62/   0/  62/ -56],             
4061,P,0,P[ -94/   1/  94/ -93],             
4062,P,0,P[   0/   3/ 130/   2],             
4063,P,0,P[ -18/   0/ 159/ -15],             
4064,P,0,P[ -25/   2/ 146/ -22],             
4065,P,0,P[ -11/   2/ 204/  -9],             
4066,D,0,                      ,D[IM/276/153/334]
4067,D,0,                      ,D[AR/248/153/334]
4068,D,0,                      ,D[FL/307/153/334]
4069,P,0,P[  -4/   7/ 157/  -4],             
4070,D,0,                      ,D[FL/136/153/334]
4071,P,0,P[  -5/   0/ 260/  -5],             
4072,P,0,P[  -1/  15/ 126/   1],             
4073,D,0,                      ,D[IM/301/153/334]
4074,D,0,                      ,D[FL/ 29/153/334]
4075,P,0,P[   0/  33/  66/   4],             
4076,P,0,P[ -10/   2/ 131/ -10],             
4077,D,0,                      ,D[FL/159/153/334]
4078,P,0,P[  -3/   3/ 101/  -2],             
4079,D,0,                      ,D[FL/ 97/153/334]
4080,P,0,P[ -17/   0/ 254/  -1],             
4081,D,1,                      ,D[FL/278/153/334]
4082,D,1,                      ,D[IM/259/152/334]
4083,P,0,P[  -2/  18/ 168/  13],             
4084,P,0,P[ -13/  14/  13/  10],             
4085,D,0,                      ,D[FL/ 30/152/334]
4086,P,0,P[ -12/  47/  12/  38],             
4087,D,0,                      ,D[FL/120/152/334]
4088,P,0,P[  -2/   0/ 206/  -2],             
4089,P,0,P[  -2/   2/ 107/   1],             
4090,D,0,                      ,D[FL/ 74/152/334]
4091,D,0,                      ,D[FL/143/152/334]
4092,D,1,                      ,D[AR/194/152/334]
4093,D,0,                      ,D[FL/ 30/152/334]
4094,D,0,                      ,D[FL/264/152/334]
4095,D,0,                      ,D[AR/204/152/334]
4096,P,0,P[  -2/  23/  14/  19],             
4097,D,1,                      ,D[AR/244/152/334]
4098,D,0,                      ,D[FL/228/151/334]
4099,D,0,                      ,D[FL/251/151/334]
4100,D,0,                      ,D[AR/271/151/334]
4101,P,0,P[ -68/   2/  68/ -67],             
4102,D,1,                      ,D[AR/  2/151/334]
4103,D,0,                      ,D[AR/134/151/334]
4104,P,0,P[  -2/   4/ 147/  -2],             
4105,D,0,                      ,D[AR/153/151/334]
4106,P,0,P[  -2/  11/  53/  -1],             
4107,P,0,P[   0/  31/ 207/   4],             
4108,D,1,                      ,D[AR/  5/151/334]
4109,P,0,P[  -5/   0/ 260/  -1],             
4110,P,0,P[  -3/  27/ 115/  24],             
4111,P,1,P[  -1/   1/ 124/  -1],             
4112,D,1,                      ,D[AR/273/151/334]
4113,P,0,P[  -3/   0/ 239/  -3],             
4114,D,0,                      ,D[IM/ 12/151/334]
4115,P,0,P[  -6/  14/ 190/  -5],             
4116,D,1,                      ,D[IM/ 47/151/334]
4117,D,1,                      ,D[IM/ 91/151/334]
4118,D,1,                      ,D[AR/177/151/334]
4119,P,0,P[  -2/   2/ 107/  -2],             
4120,P,0,P[ -19/  11/  22/ -16],             
4121,P,1,P[ -86/  17/  86/ -77],             
4122,D,0,                      ,D[IM/276/151/334]
4123,D,0,                      ,D[FL/304/151/334]
4124,D,1,                      ,D[AR/ 83/151/334]
4125,D,0,                      ,D[FL/251/151/334]
4126,D,0,                      ,D[AR/131/151/334]
4127,P,1,P[  -1/   0/ 318/  -1],             
4128,P,0,P[  -2/   0/ 283/  -2],             
4129,P,0,P[ -19/   0/ 185/ -19],             
4130,P,0,P[  -8/   3/   8/  -8],             
4131,D,0,                      ,D[AR/243/151/334]
4132,D,0,                      ,D[AR/179/151/334]
4133,P,0,P[  -2/   4/ 147/  -1],             
4134,P,1,P[   0/   8/ 244/   1],             
4135,D,1,                      ,D[AR/246/151/334]
4136,P,1,P[  -6/   0/  40/  -1],             
4137,D,1,                      ,D[FL/144/150/334]
4138,D,1,                      ,D[FL/233/149/334]
4139,D,1,                      ,D[AR/177/150/334]
4140,D,1,                      ,D[FL/146/150/334]
4141,P,0,P[  -3/   0/ 309/  -1],             
4142,D,0,                      ,D[FL/307/149/334]
4143,D,0,                      ,D[FL/136/149/334]
4144,D,0,                      ,D[FL/168/149/334]
4145,D,0,                      ,D[FL/  7/149/334]
4146,P,1,P[  -2/   8/ 192/   7],             
4147,P,1,P[ -16/   0/ 137/  -1],             
4148,P,0,P[  -6/   0/ 297/  -6],             
4149,D,1,                      ,D[AR/ 79/150/334]
4150,P,1,P[  -7/   2/ 148/   1],             
4151,P,1,P[  -6/   0/ 132/  -6],             
4152,D,0,                      ,D[IM/ 78/150/334]
4153,P,1,P[  -1/  19/ 294/  -1],             
4154,D,0,                      ,D[FL/191/150/334]
4155,P,0,P[  -2/   0/  60/  -2],             
4156,P,0,P[  -3/   1/ 318/  -2],             
4157,D,0,                      ,D[FL/169/150/334]
4158,P,0,P[-112/   3/ 112/ -88],             
4159,D,1,                      ,D[AR/229/150/334]
4160,D,0,                      ,D[FL/101/150/334]
4161,P,0,P[  -1/   8/ 299/   7],             
4162,P,0,P[   0/   6/ 172/   1],             
4163,P,0,P[  -2/   2/ 107/  -2],             
4164,P,1,P[ -19/   0/ 185/  -4],             
4165,P,0,P[ -30/   3/  30/  -1],             
4166,P,1,P[  -1/   1/ 271/  -1],             
4167,D,1,                      ,D[AR/223/150/334]
4168,D,1,                      ,D[AR/  5/150/334]
4169,P,0,P[  -3/  11/ 214/  -2],             
4170,P,0,P[  -1/   0/ 319/  -1],             
4171,D,1,                      ,D[AR/ 84/150/334]
4172,D,0,                      ,D[FL/259/150/334]
4173,D,0,                      ,D[FL/191/150/334]
4174,P,0,P[ -18/   0/ 301/ -17],             
4175,P,0,P[  -9/  94/   9/   4],             
4176,D,1,                      ,D[AR/  4/150/334]
4177,P,1,P[  -4/   1/ 215/  -4],             
4178,P,1,P[ -22/   2/ 188/ -21],             
4179,D,0,                      ,D[FL/136/152/334]
4180,D,1,                      ,D[FL/258/152/334]
4181,D,0,                      ,D[FL/113/152/334]
4182,D,0,                      ,D[AR/226/152/334]
4183,P,1,P[  -2/  19/ 268/   1],             
4184,D,0,                      ,D[IM/284/152/334]
4185,P,1,P[  -6/   1/ 333/  -6],             
4186,D,0,                      ,D[FL/259/152/334]
4187,P,0,P[  -1/   5/ 218/  -1],             
4188,P,0,P[   0/   3/  50/   2],             
4189,D,0,                      ,D[AR/112/152/334]
4190,P,1,P[  -1/   5/ 222/   4],             
4191,D,1,                      ,D[FL/228/152/334]
4192,D,1,                      ,D[FL/ 78/154/334]
4193,P,1,P[   0/  32/  67/   1],             
4194,P,1,P[ -78/  20/  78/ -64],             
4195,P,0,P[  -4/   0/ 170/  -3],             
4196,D,0,                      ,D[FL/ 44/154/334]
4197,D,1,                      ,D[AR/270/154/334]
4198,D,1,                      ,D[AR/ 54/154/334]
4199,D,0,                      ,D[AR/ 39/154/334]
4200,D,0,                      ,D[AR/  0/154/334]
4201,D,0,                      ,D[AR/224/154/334]
4202,D,1,                      ,D[AR/229/154/334]
4203,P,0,P[ -17/   1/  17/ -14],             
4204,P,0,P[   0/  18/ 186/   1],             
4205,D,0,                      ,D[AR/129/154/334]
4206,P,0,P[ -18/   0/ 219/ -18],             
4207,P,1,P[  -1/  49/ 164/  -1],             
4208,P,0,P[  -1/   3/ 134/  -1],             
4209,D,1,                      ,D[AR/216/153/334]
4210,D,0,                      ,D[AR/ 99/153/334]
4211,P,0,P[ -15/  14/  15/   6],             
4212,P,0,P[  -4/  14/ 190/  12],             
4213,P,0,P[ -12/   0/ 278/ -12],             
4214,D,0,                      ,D[IM/219/153/334]
4215,D,0,                      ,D[FL/191/153/334]
4216,P,0,P[  -9/   1/ 199/  -1],             
4217,P,1,P[ -11/   1/ 246/ -10],             
4218,P,0,P[  -6/   0/ 315/  -6],             
4219,D,0,                      ,D[AR/ 58/154/334]
4220,P,0,P[ -23/   2/ 289/ -18],             
4221,P,1,P[  -9/   0/ 130/  -2],             
4222,P,1,P[  -3/ 109/   3/  -1],             
4223,D,1,                      ,D[AR/177/154/334]
4224,P,0,P[  -1/   0/ 305/  -1],             
4225,P,0,P[  -6/   0/ 237/  -5],             
4226,P,0,P[  -4/   0/ 240/  -4],             
4227,D,0,                      ,D[FL/ 32/154/334]
4228,D,0,                      ,D[AR/ 40/154/334]
4229,D,0,                      ,D[FL/145/154/334]
4230,D,0,                      ,D[FL/143/154/334]
4231,P,0,P[  -1/   0/ 201/  -1],             
4232,D,0,                      ,D[AR/ 43/154/334]
4233,P,0,P[   0/  60/  37/   3],             
4234,D,0,                      ,D[AR/135/154/334]
4235,P,1,P[  -2/ 110/   2/ 100],             
